87831, 90127, 92420, 94617, 97343, 101254, 105063, 108994, 113326, 117786, 124101, 130783, 140936, 152729, 165201, 175950, 191473, 209838, 234094, 266097, 292166, 294110, 335008, 386870, 416680, 471335, 512701, 575425, 638130, 697290, 754933
51758, 51430, 51940, 52787, 53357, 54131, 54131, 54131, 53772, 53232, 53169, 50499, 50245, 50245, 50245, 47831, 49390, 48168, 47398, 48046, 48046, 48046, 49043, 51626, 51626, 52560, 51997, 51997, 51997, 52030, 51729
